Date,Close
2023-06-13,79.54727116739849
2023-06-14,77.20991509215943
2023-06-15,79.49556072118946
2023-06-16,80.99942678656302
2023-06-19,82.58149068064911
2023-06-20,80.76271577105963
2023-06-21,83.56830439293182
2023-06-22,80.76460226734727
2023-06-23,81.93831645494781
2023-06-26,86.31922770656777
2023-06-27,84.33815505630639
2023-06-28,83.20555959710084
2023-06-29,83.40486232727613
2023-06-30,82.39791101904373
2023-07-03,79.29658415691146
2023-07-04,79.43371010652352
2023-07-05,77.30910267907132
2023-07-06,78.25628754034167
2023-07-07,76.41743907187407
2023-07-10,79.51730788190915
2023-07-11,77.95080129723667
2023-07-12,77.30667826482532
2023-07-13,78.93371269956467
2023-07-14,76.47198406669675
2023-07-17,76.926903935905
2023-07-18,79.54118944446986
2023-07-19,76.3262229753474
2023-07-20,76.69549069241202
2023-07-21,77.21525628090886
2023-07-24,78.77890202446348
2023-07-25,76.30500060270731
2023-07-26,73.66408737653876
2023-07-27,74.70797050777256
2023-07-28,75.30193985423892
2023-07-31,75.80292555493068
2023-08-01,76.49582197392463
2023-08-02,75.13577253076765
2023-08-03,75.60027992508967
2023-08-04,76.18642487168702
2023-08-07,74.75772203563429
2023-08-08,78.4892710579238
2023-08-09,79.43693689974737
2023-08-10,77.05432990534207
2023-08-11,78.36743712260974
2023-08-14,76.41807378215509
2023-08-15,77.99224298964
2023-08-16,80.3094341476548
2023-08-17,78.66806951095138
2023-08-18,80.59482176944003
2023-08-21,81.42038362331303
2023-08-22,83.064503943302
2023-08-23,86.8580899086099
2023-08-24,86.36731367660416
2023-08-25,84.85984134788917
2023-08-28,83.08081248863813
2023-08-29,81.44919191870726
2023-08-30,81.29498849987905
2023-08-31,81.97729244951233
2023-09-01,82.53067404817237
2023-09-04,84.18504054624442
2023-09-05,84.21104433000023
2023-09-06,87.11811248431486
2023-09-07,86.58879881783895
2023-09-08,92.02913715101819
2023-09-11,93.28047184654821
2023-09-12,91.56615673371564
2023-09-13,89.42437173759342
2023-09-14,90.38931656807978
2023-09-15,89.94239099742808
2023-09-18,91.37039198561227
2023-09-19,92.31686723475936
2023-09-20,92.17120940944561
2023-09-21,90.4776219733088
2023-09-22,87.44792752393707
2023-09-25,86.55489761980303
2023-09-26,88.26769520844998
2023-09-27,88.69588269671038
2023-09-28,86.20440513928641
2023-09-29,86.55076699098876
2023-10-02,87.32140175044644
2023-10-03,85.55368687804418
2023-10-04,85.86113708993523
2023-10-05,85.97755452682723
2023-10-06,83.69161393116599
2023-10-09,84.40718865186255
2023-10-10,85.52875770459902
2023-10-11,87.69486019094957
2023-10-12,89.80246429501938
2023-10-13,87.0471255591052
2023-10-16,85.17147547927495
2023-10-17,86.20154601369227
2023-10-18,87.2291179155167
2023-10-19,88.25921328812879
2023-10-20,95.96467626943823
2023-10-23,97.10645729082457
2023-10-24,99.37758857118575
2023-10-25,101.28559209817216
2023-10-26,102.58837460078377
2023-10-27,101.95783611150307
2023-10-30,103.4757745524896
2023-10-31,101.93012412341446
2023-11-01,101.45648690993444
2023-11-02,100.48575981427624
2023-11-03,100.64950809304888
2023-11-06,105.2788252263959
2023-11-07,101.5442948412124
2023-11-08,102.91681522196143
2023-11-09,99.69138347958213
2023-11-10,98.74751974800326
2023-11-13,100.92542094193799
2023-11-14,101.05398098012891
2023-11-15,98.8984914242703
2023-11-16,97.46788400575036
2023-11-17,98.82707950361971
2023-11-20,97.36634624018545
2023-11-21,97.79926341934939
2023-11-22,97.89040709915702
2023-11-23,96.58720640394539
2023-11-24,100.87509458259603
2023-11-27,102.14293262723206
2023-11-28,98.09264745391684
2023-11-29,98.4655560834557
2023-11-30,97.14198315391893
2023-12-01,98.84684982351138
2023-12-04,97.26180834664598
2023-12-05,97.03233546371217
2023-12-06,98.04231002167309
2023-12-07,99.77382041001333
2023-12-08,97.37322759590178
2023-12-11,96.70422512421989
2023-12-12,95.75433450189797
2023-12-13,94.44767603675055
2023-12-14,97.97858451731274
2023-12-15,98.78854793923465
2023-12-18,96.26678003056456
2023-12-19,98.10250392467411
2023-12-20,102.34681631869938
2023-12-21,104.41174683980168
2023-12-22,101.37300690789365
2023-12-25,100.40453876216114
2023-12-26,102.93836106053439
2023-12-27,101.52302212929683
2023-12-28,102.41066098558929
2023-12-29,103.95992909244796
