Date,Close
2024-10-17,95.24843027644366
2024-10-18,102.63538702681159
2024-10-21,103.85857609062353
2024-10-22,106.26926998760071
2024-10-23,108.35002604206063
2024-10-24,109.81576623593274
2024-10-25,109.17824344563465
2024-10-28,110.8900910938126
2024-10-29,109.23156297056617
2024-10-30,108.76881742095699
2024-10-31,107.76735344733524
2024-11-01,107.99770431040776
2024-11-04,113.05125939182612
2024-11-05,108.88585138870168
2024-11-06,110.43477481645807
2024-11-07,106.92799392231116
2024-11-08,105.97220336573476
2024-11-11,108.33315934975889
2024-11-12,108.52659908046725
2024-11-13,106.24158287149947
2024-11-14,104.77480369682254
2024-11-15,106.25128551341962
2024-11-18,104.75236328585528
2024-11-19,105.25823044374292
2024-11-20,105.40679578349159
2024-11-21,104.08583708593258
2024-11-22,108.60096430853284
2024-11-25,110.03214913303228
2024-11-26,105.6305493853835
2024-11-27,106.0772700941636
2024-11-28,104.7262986978527
2024-11-29,106.56410560799915
2024-12-02,104.9283023874657
2024-12-03,104.73998453815743
2024-12-04,105.85020172627408
2024-12-05,107.73593406610675
2024-12-06,105.2035009417329
2024-12-09,104.55228867060768
2024-12-10,103.61143242943795
2024-12-11,102.30939059295292
2024-12-12,105.97299623710745
2024-12-13,106.88432524186126
